player_tm_id,roster_club_tm_id,profile_club_tm_id,native_club_id,team_type,status,source,source_sha256,snapshot_date,notes
1281438,5544,8943,786461,RESERVE,CONFIRMED,https://www.transfermarkt.de/ousman-ceesay/profil/spieler/1281438,f93f4b56b9c6700463d98fa37dece10fe6f815bb77898eeed18fbb58a3ad16ea,2026-09-12,"Controlled parent/reserve alias: profile club 1.FC Slovacko B explicitly records 2. Verein: 1.FC Slovacko (#13). Resolves employer identity only; independent contract, loan, transfer, and typed-condition checks remain separate."
1013797,197,6483,786442,RESERVE,CONFIRMED,https://www.transfermarkt.de/ondrej-penxa/profil/spieler/1013797,e4cce081263353b686d719569faecbdb59be396cd94e367328c09268aa1046fe,2026-09-12,"Controlled parent/reserve alias: profile club AC Sparta Prag B explicitly records 2. Verein: AC Sparta Prag (#52). Resolves employer identity only; independent contract, loan, transfer, and typed-condition checks remain separate."
1437642,715,37465,786453,RESERVE,CONFIRMED,https://www.transfermarkt.de/jakub-tichy/profil/spieler/1437642,48bbb638ac781ed0e382cfb0369853cf002093cf302bcd0a5f3671382222548f,2026-09-12,"Controlled parent/reserve alias: profile club Bohemians Prag 1905 B explicitly records 2. Verein: Bohemians Prag 1905 (#17). Resolves employer identity only; independent contract, loan, transfer, and typed-condition checks remain separate."
1295123,715,37465,786453,RESERVE,CONFIRMED,https://www.transfermarkt.de/oliver-mikuda/profil/spieler/1295123,c2e81459c6cdd4e61a56f508a3e3e876b99c6e068a162ffd772899dd6d1a5c69,2026-09-12,"Controlled parent/reserve alias: profile club Bohemians Prag 1905 B explicitly records 2. Verein: Bohemians Prag 1905 (#66). Resolves employer identity only; independent contract, loan, transfer, and typed-condition checks remain separate."
1140173,1897,37466,790530,RESERVE,CONFIRMED,https://www.transfermarkt.de/stepan-ponikelsky/profil/spieler/1140173,e8be259ed749dc43328315b0f34bf691c7080484b91299c0f811e5a595187fcd,2026-09-12,"Controlled parent/reserve alias: profile club FC Hradec Kralove B explicitly records 2. Verein: FC Hradec Kralove (#22). Resolves employer identity only; independent contract, loan, transfer, and typed-condition checks remain separate."
993841,5225,8890,786447,RESERVE,CONFIRMED,https://www.transfermarkt.de/ondrej-prodelal/profil/spieler/993841,8b450014fdfabc247e3693eb5ebc8ddcb93b1469ecfd628b6504e27f4245b7d9,2026-09-12,"Controlled parent/reserve alias: profile club FC Zbrojovka Brünn B explicitly records 2. Verein: FC Zbrojovka Brünn (#78). Resolves employer identity only; independent contract, loan, transfer, and typed-condition checks remain separate."
1115680,5545,13905,786445,RESERVE,CONFIRMED,https://www.transfermarkt.de/david-grygera/profil/spieler/1115680,90fd606acac456f6650f5676ccdb510644b7c29e9a4803f2bfa87271e0f501ae,2026-09-12,"Controlled parent/reserve alias: profile club FC Zlin B explicitly records 2. Verein: FC Zlin (#21). Resolves employer identity only; independent contract, loan, transfer, and typed-condition checks remain separate."
1126044,5545,13905,786445,RESERVE,CONFIRMED,https://www.transfermarkt.de/filip-dornak/profil/spieler/1126044,e61b495d1868fb39f4088ef637697c9deb8d5b4cf2d74b16ae85ab3d4b05c9db,2026-09-12,"Controlled parent/reserve alias: profile club FC Zlin B explicitly records 2. Verein: FC Zlin (#13). Resolves employer identity only; independent contract, loan, transfer, and typed-condition checks remain separate."
1126043,5545,13905,786445,RESERVE,CONFIRMED,https://www.transfermarkt.de/jiri-stefan/profil/spieler/1126043,b052c44fcb551b437c0796af04d8a1ae65b737a85a6c0547b7c561856fd8c97a,2026-09-12,"Controlled parent/reserve alias: profile club FC Zlin B explicitly records 2. Verein: FC Zlin (#3). Resolves employer identity only; independent contract, loan, transfer, and typed-condition checks remain separate."
748201,5545,13905,786445,RESERVE,CONFIRMED,https://www.transfermarkt.de/tomas-fojtu/profil/spieler/748201,687ba14c414f0e8d10a86d1b2285da21c48e596dae6ba5547cca0abf188ae275,2026-09-12,"Controlled parent/reserve alias: profile club FC Zlin B explicitly records 2. Verein: FC Zlin (#37). Resolves employer identity only; independent contract, loan, transfer, and typed-condition checks remain separate."
940793,1322,6488,786437,RESERVE,CONFIRMED,https://www.transfermarkt.de/david-nykrin/profil/spieler/940793,9fb551164fc1f2b3f3fd21294017510850d5020f7a4e34cc3594bb230ccf2245,2026-09-12,"Controlled parent/reserve alias: profile club FK Jablonec B explicitly records 2. Verein: FK Jablonec (#12). Resolves employer identity only; independent contract, loan, transfer, and typed-condition checks remain separate."
839538,5546,22729,786434,RESERVE,CONFIRMED,https://www.transfermarkt.de/filip-kolar/profil/spieler/839538,b8f390aac59b79cdab44e48d27e24fd7fe38ca6980350bf81561e08e86e35dd8,2026-09-12,"Controlled parent/reserve alias: profile club FK Mlada Boleslav B explicitly records 2. Verein: FK Mlada Boleslav (#38). Resolves employer identity only; independent contract, loan, transfer, and typed-condition checks remain separate."
1013790,5546,22729,786434,RESERVE,CONFIRMED,https://www.transfermarkt.de/marek-obdrzalek/profil/spieler/1013790,1a17b0f176cde81dc47206852a3e7d0f83b03bdd71a9715863f5cd9b5d7d9b45,2026-09-12,"Controlled parent/reserve alias: profile club FK Mlada Boleslav B explicitly records 2. Verein: FK Mlada Boleslav (#47). Resolves employer identity only; independent contract, loan, transfer, and typed-condition checks remain separate."
