league,club_name,external_club_id,player_name,external_player_id,fm_id,fifa_id,native_club_id,loan_owner_external_club_id,loan_owner_native_club_id,source_joined,projected_begin,loan_end,preservation_status,source_url,source_sha256
GER2,Holstein Kiel,269,Taisei Abe,814489,193911,80094,1376418,23581,10682424,2026-07-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/holstein-kiel/kader/verein/269/saison_id/2026/plus/1,a21383144033c3b6f3673ba9e2f837be3941ac96cf75125b24654477c6bc1716
GER2,DSC Arminia Bielefeld,10,David Min,604813,294887,257959,1376260,200,2228241,2026-08-30,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/arminia-bielefeld/kader/verein/10/saison_id/2026/plus/1,6bf7304bb5b98268f93279c205b7358b904316470f2c43947fcad0ff2680d083
GER2,1. FC Magdeburg,187,Felipe Chávez,1009441,289046,79927,1376373,27,1376264,2026-08-26,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/1-fc-magdeburg/kader/verein/187/saison_id/2026/plus/1,d0ff31a4349276164899e3293cd9c2c30e400169104ef2ece40cfdb9b3d70c93
GER2,1. FC Magdeburg,187,Do-young Yoon,1015959,295914,71205,1376373,1237,917529,2026-07-05,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/1-fc-magdeburg/kader/verein/187/saison_id/2026/plus/1,d0ff31a4349276164899e3293cd9c2c30e400169104ef2ece40cfdb9b3d70c93
GER2,1. FC Magdeburg,187,Roko Simic,658693,276194,263413,1376373,603,917528,2026-08-19,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/1-fc-magdeburg/kader/verein/187/saison_id/2026/plus/1,d0ff31a4349276164899e3293cd9c2c30e400169104ef2ece40cfdb9b3d70c93
GER2,Braunschweig TSV Eintracht,23,Noah Katterbach,469949,275642,246666,1376426,41,1376267,2026-07-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/eintracht-braunschweig/kader/verein/23/saison_id/2026/plus/1,4dcb46d8b8a7e777d024f2983d9ebc008ec793f5ecc0c3f4c8db4cd20b3b5982
GER2,Braunschweig TSV Eintracht,23,Jovan Mijatovic,673432,235945,71191,1376426,,458775,2026-01-29,2026-07-01,2026-12-31,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/eintracht-braunschweig/kader/verein/23/saison_id/2026/plus/1,4dcb46d8b8a7e777d024f2983d9ebc008ec793f5ecc0c3f4c8db4cd20b3b5982
GER2,Braunschweig TSV Eintracht,23,Jan Urbich,820723,279853,81726,1376426,18,1376263,2026-07-02,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/eintracht-braunschweig/kader/verein/23/saison_id/2026/plus/1,4dcb46d8b8a7e777d024f2983d9ebc008ec793f5ecc0c3f4c8db4cd20b3b5982
GER2,SpVgg Greuther Fürth,65,Florian Hellstern,1009438,277677,79286,1376288,79,1376272,2026-07-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b
GER2,SpVgg Greuther Fürth,65,Hendry Blank,804831,275759,276052,1376288,409,262150,2026-09-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b
GER2,SpVgg Greuther Fürth,65,Krisztián Keresztes,626472,289036,79923,1376288,6058,2752515,2026-07-25,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b
GER2,SpVgg Greuther Fürth,65,Elias Benkara,931668,289648,0,1376288,17,1376262,2026-08-28,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b
GER2,SpVgg Greuther Fürth,65,Loris Giandomenico,911223,194440,80145,1376288,504,3080199,2026-09-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b
GER2,SpVgg Greuther Fürth,65,Mika Wallentowitz,1148239,275081,81991,1376288,33,1376266,2026-07-24,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/spvgg-greuther-furth/kader/verein/65/saison_id/2026/plus/1,582a3d28fdc7b95bf59c3bf33f2d9b2847185d2a8fd3682db98bcd5e3a81d68b
GER2,VfL Osnabrück,81,Jonas Krumrey,531637,100105,262516,1376420,269,1376418,2026-07-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6
GER2,VfL Osnabrück,81,Elias Bakatukanda,795762,268794,273931,1376420,3,1376275,2026-09-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6
GER2,VfL Osnabrück,81,Jonathan Gómez,674501,290718,266118,1376420,1091,1441802,2026-09-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6
GER2,VfL Osnabrück,81,Leon Flach,391929,148222,252859,1376420,2300,2424854,2026-09-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6
GER2,VfL Osnabrück,81,Leon Opitz,825073,276198,274924,1376420,86,1376271,2026-07-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6
GER2,VfL Osnabrück,81,Adrian Beck,273669,281239,253133,1376420,2036,1376302,2026-08-23,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6
GER2,FC Energie Cottbus,25,Fousseny Doumbia,782187,277170,81535,1376280,177,1376279,2026-07-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/fc-energie-cottbus/kader/verein/25/saison_id/2026/plus/1,bfac2c82e9908a44ea8264f2a591d43d8ad627ceaeb5639879d980dcab166809
GER2,FC Energie Cottbus,25,Luca Erlein,1009442,280204,0,1376280,15,1376261,2026-07-27,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/fc-energie-cottbus/kader/verein/25/saison_id/2026/plus/1,bfac2c82e9908a44ea8264f2a591d43d8ad627ceaeb5639879d980dcab166809
GER2,FC Energie Cottbus,25,Lukas Michelbrink,878796,273099,76122,1376280,,1376280,2025-07-02,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/fc-energie-cottbus/kader/verein/25/saison_id/2026/plus/1,bfac2c82e9908a44ea8264f2a591d43d8ad627ceaeb5639879d980dcab166809
GER2,FC Energie Cottbus,25,Dmytro Bogdanov,1045446,277780,278229,1376280,89,1376348,2026-08-19,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/fc-energie-cottbus/kader/verein/25/saison_id/2026/plus/1,bfac2c82e9908a44ea8264f2a591d43d8ad627ceaeb5639879d980dcab166809
GER3,Fortuna Düsseldorf 1895,38,Lasse Rieß,490609,280320,263116,1376429,39,1376259,2026-07-06,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976
GER3,Fortuna Düsseldorf 1895,38,Lukas Bornschein,910590,287864,0,1376429,81,1376267,2026-08-31,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976
GER3,Fortuna Düsseldorf 1895,38,Andreas Müller,438315,276193,257283,1376429,48,1376283,2026-08-11,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976
GER3,SC Preußen Münster,91,Wesley Adeh,1074523,280811,75461,1376419,86,1376271,2026-07-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/preussen-munster/kader/verein/91/saison_id/2026/plus/1,358c233225c0f06e8cc0ea5bfec52949f3501471b53e29edc807611cd04332ae
GER3,Rot-Weiss Essen 1907,56,Tony Menzel,824940,274802,277509,1376282,129,1376278,2026-07-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/rot-weiss-essen/kader/verein/56/saison_id/2026/plus/1,428b980f8718cfe610b74c6ed65b6316eaa3b91941d20a4def68f9bfec3ccdb3
GER3,Rot-Weiss Essen 1907,56,Aiman Dardari,904723,279704,80755,1376282,167,1376431,2026-07-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/rot-weiss-essen/kader/verein/56/saison_id/2026/plus/1,428b980f8718cfe610b74c6ed65b6316eaa3b91941d20a4def68f9bfec3ccdb3
GER3,Rot-Weiss Essen 1907,56,Semir Telalovic,583767,274310,273771,1376282,4,1376258,2026-07-11,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/rot-weiss-essen/kader/verein/56/saison_id/2026/plus/1,428b980f8718cfe610b74c6ed65b6316eaa3b91941d20a4def68f9bfec3ccdb3
GER3,Rot-Weiss Essen 1907,56,Jaka Cuber Potocnik,940198,271923,74003,1376282,,1376282,2025-07-09,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/rot-weiss-essen/kader/verein/56/saison_id/2026/plus/1,428b980f8718cfe610b74c6ed65b6316eaa3b91941d20a4def68f9bfec3ccdb3
GER3,MSV Duisburg,52,Martin Ens,606220,271440,279530,1376285,127,1376421,2026-07-15,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/msv-duisburg/kader/verein/52/saison_id/2026/plus/1,18d4d26950b4b7ad041e50ae2365995e7a92e62db4daa0e38fdb65d1224bbf52
GER3,MSV Duisburg,52,Peter Remmert,987122,275058,72965,1376285,33,1376266,2026-07-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/msv-duisburg/kader/verein/52/saison_id/2026/plus/1,18d4d26950b4b7ad041e50ae2365995e7a92e62db4daa0e38fdb65d1224bbf52
GER3,FC Hansa Rostock,30,Jaaso Jantunen,741578,277876,274568,1376265,245,1376270,2026-08-27,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/fc-hansa-rostock/kader/verein/30/saison_id/2026/plus/1,6da33a7ccf32faa9ebb0b7823a0ee5537fb70bfe8ee363795199b5de4015e0f1
GER3,FC Hansa Rostock,30,Ouassim Karada,906968,279592,235553,1376265,177,1376434,2026-07-09,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/fc-hansa-rostock/kader/verein/30/saison_id/2026/plus/1,6da33a7ccf32faa9ebb0b7823a0ee5537fb70bfe8ee363795199b5de4015e0f1
GER3,SC Verl,93,Timo Schlieck,897425,275420,270965,1376406,23826,1376555,2026-07-03,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/sc-verl/kader/verein/93/saison_id/2026/plus/1,bd69b9b6c3fd17e062c0bf50a17563b42a98d2c42534eeab1330ee7efa38071a
GER3,SC Verl,93,Noah König,685487,275419,264223,1376406,65,1376288,2026-09-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/sc-verl/kader/verein/93/saison_id/2026/plus/1,bd69b9b6c3fd17e062c0bf50a17563b42a98d2c42534eeab1330ee7efa38071a
GER3,SC Verl,93,Janne Berner,907468,272210,78130,1376406,44,1376269,2026-07-29,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/sc-verl/kader/verein/93/saison_id/2026/plus/1,bd69b9b6c3fd17e062c0bf50a17563b42a98d2c42534eeab1330ee7efa38071a
GER3,SC Verl,93,André Leipold,828356,136790,266156,1376406,1496,790538,2026-07-23,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/sc-verl/kader/verein/93/saison_id/2026/plus/1,bd69b9b6c3fd17e062c0bf50a17563b42a98d2c42534eeab1330ee7efa38071a
GER3,TSV Alemannia Aachen,8,Dylan Leonard,1188989,275066,73098,1376276,33,1376266,2026-09-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/alemannia-aachen/kader/verein/8/saison_id/2026/plus/1,d50319c6c39283dd66c83e32c0e53c0fbab8eb26ba138f0fe6e86b3dfc2b9c0b
GER3,TSV Alemannia Aachen,8,Kacper Koscierski,1058515,275305,78776,1376276,80,1376273,2026-08-12,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/alemannia-aachen/kader/verein/8/saison_id/2026/plus/1,d50319c6c39283dd66c83e32c0e53c0fbab8eb26ba138f0fe6e86b3dfc2b9c0b
GER3,TSV Alemannia Aachen,8,Justin von der Hitz,944335,274329,79216,1376276,4,1376258,2026-08-29,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/alemannia-aachen/kader/verein/8/saison_id/2026/plus/1,d50319c6c39283dd66c83e32c0e53c0fbab8eb26ba138f0fe6e86b3dfc2b9c0b
GER3,TSV Alemannia Aachen,8,Georg Ermolaev,930020,288101,79506,1376276,6604,1376421,2026-08-04,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/alemannia-aachen/kader/verein/8/saison_id/2026/plus/1,d50319c6c39283dd66c83e32c0e53c0fbab8eb26ba138f0fe6e86b3dfc2b9c0b
GER3,TSV Alemannia Aachen,8,Fabio Torsiello,917015,272753,270940,1376276,,1376276,2025-07-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/alemannia-aachen/kader/verein/8/saison_id/2026/plus/1,d50319c6c39283dd66c83e32c0e53c0fbab8eb26ba138f0fe6e86b3dfc2b9c0b
GER3,SV Wehen Wiesbaden,108,Ayoub Chaikhoun,938946,274327,79267,1376439,4,1376258,2026-08-13,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/sv-wehen-wiesbaden/kader/verein/108/saison_id/2026/plus/1,c5333e619a4ccff973d898b3a9c4668b151ad7106dcb46f85b4726a7ee4c6ef3
GER3,SV Wehen Wiesbaden,108,Roberto Massimo,431561,148614,241689,1376439,428,2424835,2026-08-26,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/sv-wehen-wiesbaden/kader/verein/108/saison_id/2026/plus/1,c5333e619a4ccff973d898b3a9c4668b151ad7106dcb46f85b4726a7ee4c6ef3
GER3,SV Wehen Wiesbaden,108,Marcus Müller,698523,100106,279220,1376439,269,1376418,2026-08-27,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/sv-wehen-wiesbaden/kader/verein/108/saison_id/2026/plus/1,c5333e619a4ccff973d898b3a9c4668b151ad7106dcb46f85b4726a7ee4c6ef3
GER3,SV Waldhof Mannheim 07,85,Oluwaseun Ogbemudia,995520,277782,279203,1376301,89,1376348,2026-09-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/sv-waldhof-mannheim/kader/verein/85/saison_id/2026/plus/1,34e998eba6b950fe72d328e27cb46b4a4d1c4b3c218c58557f9db9a44925ae39
GER3,SV Waldhof Mannheim 07,85,Darnell Keumo,1056989,275308,80185,1376301,80,1376273,2026-08-04,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/sv-waldhof-mannheim/kader/verein/85/saison_id/2026/plus/1,34e998eba6b950fe72d328e27cb46b4a4d1c4b3c218c58557f9db9a44925ae39
GER3,FC Viktoria Köln 1904,1622,Niklas Swider,1009463,279854,76031,1376446,18,1376263,2026-07-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606
GER3,FC Viktoria Köln 1904,1622,Noah Maboulou,988243,274325,80346,1376446,4,1376258,2026-07-22,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606
GER3,FC Viktoria Köln 1904,1622,Jakob Sachse,1032922,287293,243169,1376446,,1376266,2026-02-02,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606
GER3,SSV Jahn Regensburg,109,Hannes Hermann,894692,275655,73554,1376436,41,1376267,2026-07-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/ssv-jahn-regensburg/kader/verein/109/saison_id/2026/plus/1,910d9ceb2a6fd8df9083100aef021ed429578cccc99acb9d4ad7d388c93d13bd
GER3,SSV Jahn Regensburg,109,Marco Wörner,793728,275881,274993,1376436,127,1376421,2026-07-07,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/ssv-jahn-regensburg/kader/verein/109/saison_id/2026/plus/1,910d9ceb2a6fd8df9083100aef021ed429578cccc99acb9d4ad7d388c93d13bd
GER3,VfB Stuttgart,102,Joyeux Masanka Bungi,990146,276959,80096,1376272,23826,1376555,2026-09-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/vfb-stuttgart-ii/kader/verein/102/saison_id/2026/plus/1,282836c83b3d06fc536ab783944214e6762cd5b47e8b5db9908690b0565ef593
GER3,VfB Stuttgart,102,Jonathan Akaegbobi,905404,275318,74561,1376272,446,1376273,2026-09-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/vfb-stuttgart-ii/kader/verein/102/saison_id/2026/plus/1,282836c83b3d06fc536ab783944214e6762cd5b47e8b5db9908690b0565ef593
GER3,1. FC Saarbrücken,1,Mladen Cvjetinovic,688639,100104,263874,1376287,269,1376418,2026-07-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/1-fc-saarbrucken/kader/verein/1/saison_id/2026/plus/1,c2a771ee3b9af8a2a73329774d02f459ed75e0faf23ff6531e00889776b2c7d8
GER3,1. FC Saarbrücken,1,Daniel Gleiber,906969,280324,75280,1376287,39,1376259,2026-07-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/1-fc-saarbrucken/kader/verein/1/saison_id/2026/plus/1,c2a771ee3b9af8a2a73329774d02f459ed75e0faf23ff6531e00889776b2c7d8
GER3,1. FC Saarbrücken,1,Alexander Staff,1045243,289386,256885,1376287,177,1376279,2026-07-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/1-fc-saarbrucken/kader/verein/1/saison_id/2026/plus/1,c2a771ee3b9af8a2a73329774d02f459ed75e0faf23ff6531e00889776b2c7d8
GER3,TSV Havelse 1912,476,Yannick Mausehund,921065,289762,73199,1376539,438,1376275,2026-08-05,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/tsv-havelse/kader/verein/476/saison_id/2026/plus/1,b4490298444b6e31458c6e927b4ab3fff5378977e083c471be7a43b9938c0f59
GER3,TSV Havelse 1912,476,Eryk Grzywacz,959294,274328,76968,1376539,269,1376418,2026-08-29,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/tsv-havelse/kader/verein/476/saison_id/2026/plus/1,b4490298444b6e31458c6e927b4ab3fff5378977e083c471be7a43b9938c0f59
GER3,TSV Havelse 1912,476,Yusuf Wardak,1274553,106311,0,1376539,25,1376888,2026-08-28,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/tsv-havelse/kader/verein/476/saison_id/2026/plus/1,b4490298444b6e31458c6e927b4ab3fff5378977e083c471be7a43b9938c0f59
GER3,TSV Havelse 1912,476,Alexander Guiddir,1292676,106321,0,1376539,34,1376888,2026-07-06,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/tsv-havelse/kader/verein/476/saison_id/2026/plus/1,b4490298444b6e31458c6e927b4ab3fff5378977e083c471be7a43b9938c0f59
GER3,TSV Havelse 1912,476,Eric Voufack,452563,16802,251323,1376539,12275,856113,2026-07-03,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/tsv-havelse/kader/verein/476/saison_id/2026/plus/1,b4490298444b6e31458c6e927b4ab3fff5378977e083c471be7a43b9938c0f59
GER3,SV Meppen,247,Jona Borsum,917107,279573,0,1376347,23,1376426,2026-07-25,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/sv-meppen/kader/verein/247/saison_id/2026/plus/1,bb6dac7a3a8a8d7c79b23424ccb65850442347058ab16c823460c547dc72588a
GER3,SV Meppen,247,Luca Prasse,1030278,100109,273046,1376347,269,1376418,2026-07-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/sv-meppen/kader/verein/247/saison_id/2026/plus/1,bb6dac7a3a8a8d7c79b23424ccb65850442347058ab16c823460c547dc72588a
GER3,SV Meppen,247,Richard Meier,922647,276839,276399,1376347,28,1376264,2026-07-09,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/sv-meppen/kader/verein/247/saison_id/2026/plus/1,bb6dac7a3a8a8d7c79b23424ccb65850442347058ab16c823460c547dc72588a
GER3,SC Fortuna Köln,92,Kevin Krumme,810293,275879,78040,1376444,6604,1376421,2026-07-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/sc-fortuna-koln/kader/verein/92/saison_id/2026/plus/1,c255b2b753fa967f4c2eb7cdee0e0a6e7bb7b0e3c371fdcdfc7a8694476b2be0
GER3,SC Fortuna Köln,92,Bennit Bröger,897479,275882,72365,1376444,127,1376421,2026-07-03,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/sc-fortuna-koln/kader/verein/92/saison_id/2026/plus/1,c255b2b753fa967f4c2eb7cdee0e0a6e7bb7b0e3c371fdcdfc7a8694476b2be0
GER3,SC Fortuna Köln,92,Romeo Aigbekaen,795387,277288,76058,1376444,225,1376425,2026-07-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/sc-fortuna-koln/kader/verein/92/saison_id/2026/plus/1,c255b2b753fa967f4c2eb7cdee0e0a6e7bb7b0e3c371fdcdfc7a8694476b2be0
GER3,SG Sonnenhof Großaspach,2589,Franz Xaver Bleicher,859254,291932,0,1376306,5379,1376431,2026-08-17,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/sg-sonnenhof-grossaspach/kader/verein/2589/saison_id/2026/plus/1,ceb6dce8c3f846bc1688d6ba77daaf4b6d34d1ddb8ca555b2498968bf85c6f78
GER3,SG Sonnenhof Großaspach,2589,Marlon Faß,1046232,278850,257033,1376306,129,1376278,2026-07-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/sg-sonnenhof-grossaspach/kader/verein/2589/saison_id/2026/plus/1,ceb6dce8c3f846bc1688d6ba77daaf4b6d34d1ddb8ca555b2498968bf85c6f78
GER3,FC Würzburger Kickers,1557,Louis Breunig,760069,275170,263077,1376540,23,1376426,2026-09-01,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940
GER3,FC Würzburger Kickers,1557,David Abrangao,1024556,275429,81730,1376540,65,1376288,2026-07-21,2026-07-01,2027-06-30,PRESERVE_NATIVE08_PROJECTED_BEGIN,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940
