league,club_name,club_tm_id,player_tm_id,player,dob,club_id,status,decision,profile_source,profile_sha256,source_url,source_sha256,exact_candidates,duplicate_leads,fuzzy_candidates,known_aliases_searched,review_reason,provenance
BEL1,Royal Antwerpen FC,1096,1191562,Lowie Peter Piselé,2009-09-17,458785,REVIEW_REQUIRED,REVIEW_REQUIRED,https://www.transfermarkt.de/lowie-pisele/profil/spieler/1191562,b2a88fc3a528fdb750d898cf8a4726a743277e1d3845733c771b3b4486622c04,https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1,eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa,[],"{""people"": [], ""reasons"": {}}",[],"[""Lowie Piselé"", ""Lowie Peter Piselé""]",young academy edgecase; adult-first-team priority not established,Profile https://www.transfermarkt.de/lowie-pisele/profil/spieler/1191562 sha256=b2a88fc3a528fdb750d898cf8a4726a743277e1d3845733c771b3b4486622c04; queue https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1 sha256=eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
BEL1,Royal Antwerpen FC,1096,1293796,Muhammed Farouck Adekami,2006-08-07,458785,REVIEW_REQUIRED,REVIEW_REQUIRED,https://www.transfermarkt.de/farouck-adekami/profil/spieler/1293796,5db1d224c0af63d206a51643605a1b2c27a05cf96223e684ae16619d5c8c07d2,https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1,eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa,[],"{""people"": [{""fm_id"": ""235351"", ""fifa_id"": ""74313"", ""name"": ""Farouck Adekami"", ""dob"": ""2006-02-13"", ""club_id"": ""458785""}], ""reasons"": {""235351"": [""EXACT_NAME_DIFFERENT_DOB_SAME_CLUB""]}}",[],"[""Farouck Adekami"", ""Muhammed Farouck Adekami""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/farouck-adekami/profil/spieler/1293796 sha256=5db1d224c0af63d206a51643605a1b2c27a05cf96223e684ae16619d5c8c07d2; queue https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1 sha256=eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
BEL1,Royal Antwerpen FC,1096,1318279,Luca Schelfhout,2007-09-17,458785,REVIEW_REQUIRED,REVIEW_REQUIRED,https://www.transfermarkt.de/luca-schelfhout/profil/spieler/1318279,68859ad378bc71a1de2ffe6c9f12e09a49c7f21e410babd622a254f9c74c1770,https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1,eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa,[],"{""people"": [{""fm_id"": ""235397"", ""fifa_id"": ""0"", ""name"": ""Luca Schelfhout"", ""dob"": ""2007-09-19"", ""club_id"": ""458785""}], ""reasons"": {""235397"": [""EXACT_NAME_DIFFERENT_DOB_SAME_CLUB""]}}",[],"[""Luca Schelfhout""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/luca-schelfhout/profil/spieler/1318279 sha256=68859ad378bc71a1de2ffe6c9f12e09a49c7f21e410babd622a254f9c74c1770; queue https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1 sha256=eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
BEL1,Royal Antwerpen FC,1096,1510005,Modibo Fofana,2007-11-03,458785,REVIEW_REQUIRED,CREATE_READY,https://www.transfermarkt.de/modibo-fofana/profil/spieler/1510005,aa3bdef89be8a8b2cb3d01eb14438b3570827c96f1309b1e1d66b3e829413c06,https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1,eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa,[],"{""people"": [], ""reasons"": {}}",[],"[""Modibo Fofana""]","adult scoped-squad profile with zero exact, duplicate-index, and fuzzy candidates",Profile https://www.transfermarkt.de/modibo-fofana/profil/spieler/1510005 sha256=aa3bdef89be8a8b2cb3d01eb14438b3570827c96f1309b1e1d66b3e829413c06; queue https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1 sha256=eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
BEL1,Royal Antwerpen FC,1096,1551902,Carlos Daniel Mejía Klinger,2007-07-24,458785,CONFIRMED,KNOWN_IDENTITY,https://www.transfermarkt.de/carlos-mejia/profil/spieler/1551902,266652d7894686582ff0d631b9d99a39d1696071cf68556d46041b64fe063da9,https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1,eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa,"[{""fm_id"": ""1628"", ""fifa_id"": ""0"", ""name"": ""Carlos Daniel Mejia Klinger"", ""dob"": ""2007-07-24"", ""club_id"": ""458785""}]","{""people"": [{""fm_id"": ""1628"", ""fifa_id"": ""0"", ""name"": ""Carlos Daniel Mejia Klinger"", ""dob"": ""2007-07-24"", ""club_id"": ""458785""}], ""reasons"": {""1628"": [""SAME_DOB_NATIVE_NAME_COMPONENTS_IN_VERIFIED_FULL_NAME""]}}","[{""score"": 1.0, ""fm_id"": ""1628"", ""fifa_id"": ""0"", ""name"": ""Carlos Daniel Mejia Klinger"", ""dob"": ""2007-07-24"", ""club_id"": ""458785""}]","[""Carlos Mejia"", ""Carlos Daniel Mejía Klinger""]",already confirmed in identity-resolutions.csv,Profile https://www.transfermarkt.de/carlos-mejia/profil/spieler/1551902 sha256=266652d7894686582ff0d631b9d99a39d1696071cf68556d46041b64fe063da9; queue https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1 sha256=eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
BEL1,Royal Antwerpen FC,1096,1555142,Luis Narh,2007-12-25,458785,REVIEW_REQUIRED,CREATE_READY,https://www.transfermarkt.de/luis-narh/profil/spieler/1555142,9450cae04eacdbfe9b1b044bd585bbbee9f28605c86ad15f153d17d816675cbc,https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1,eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa,[],"{""people"": [], ""reasons"": {}}",[],"[""Luis Narh""]","adult scoped-squad profile with zero exact, duplicate-index, and fuzzy candidates",Profile https://www.transfermarkt.de/luis-narh/profil/spieler/1555142 sha256=9450cae04eacdbfe9b1b044bd585bbbee9f28605c86ad15f153d17d816675cbc; queue https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1 sha256=eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
BEL1,Royal Antwerpen FC,1096,763090,Муҳаммадали Бахтиёр ўғли Ўринбоев,2005-04-24,458785,REVIEW_REQUIRED,CREATE_READY,https://www.transfermarkt.de/mukhammadali-urinboev/profil/spieler/763090,f3cbeafaadb5d41bbb8fa837dccd3a2cd722f1be41afcfbfeb265266b343827f,https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1,eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa,[],"{""people"": [], ""reasons"": {}}",[],"[""Mukhammadali Urinboev"", ""Муҳаммадали Бахтиёр ўғли Ўринбоев""]","adult scoped-squad profile with zero exact, duplicate-index, and fuzzy candidates",Profile https://www.transfermarkt.de/mukhammadali-urinboev/profil/spieler/763090 sha256=f3cbeafaadb5d41bbb8fa837dccd3a2cd722f1be41afcfbfeb265266b343827f; queue https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1 sha256=eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
BEL1,KRC Genk,1184,1232104,Elie Mbavu,2009-10-20,458768,REVIEW_REQUIRED,REVIEW_REQUIRED,https://www.transfermarkt.de/elie-mbavu/profil/spieler/1232104,73559f6d1b60ecfdb1269a8ebd0bba8189aabb781ddc5a37a45044cc5d0d26a9,https://www.transfermarkt.de/krc-genk/kader/verein/1184/saison_id/2026/plus/1,85979abe0c47d79971cc0cee642e1248d1cad9da00ea0a7a7add7591bfc915c0,[],"{""people"": [], ""reasons"": {}}",[],"[""Elie Mbavu""]",young academy edgecase; adult-first-team priority not established,Profile https://www.transfermarkt.de/elie-mbavu/profil/spieler/1232104 sha256=73559f6d1b60ecfdb1269a8ebd0bba8189aabb781ddc5a37a45044cc5d0d26a9; queue https://www.transfermarkt.de/krc-genk/kader/verein/1184/saison_id/2026/plus/1 sha256=85979abe0c47d79971cc0cee642e1248d1cad9da00ea0a7a7add7591bfc915c0; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
BEL1,KAA Gent,157,1473866,Ibrahima Cissé,2007-09-24,458753,REVIEW_REQUIRED,CREATE_READY,https://www.transfermarkt.de/ibrahima-cisse/profil/spieler/1473866,962f8763e7843d37a826b84277a931df3b074eedeb4dc3750fb4d3cb7d1fe5a5,https://www.transfermarkt.de/kaa-gent/kader/verein/157/saison_id/2026/plus/1,a5b71d08783f71f42f77878fb8e7c874a9219213a9eb349e06a527ae5323fbd1,[],"{""people"": [], ""reasons"": {}}",[],"[""Ibrahima Cissé""]","adult scoped-squad profile with zero exact, duplicate-index, and fuzzy candidates",Profile https://www.transfermarkt.de/ibrahima-cisse/profil/spieler/1473866 sha256=962f8763e7843d37a826b84277a931df3b074eedeb4dc3750fb4d3cb7d1fe5a5; queue https://www.transfermarkt.de/kaa-gent/kader/verein/157/saison_id/2026/plus/1 sha256=a5b71d08783f71f42f77878fb8e7c874a9219213a9eb349e06a527ae5323fbd1; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
BEL1,Royal Charleroi SC,172,1308524,Mory Kera,2008-06-26,458761,REVIEW_REQUIRED,REVIEW_REQUIRED,https://www.transfermarkt.de/mory-kera/profil/spieler/1308524,c606a5fdcc353cb09fd14eee8bf22c16de37edc9bd0fb8156620d53399d69231,https://www.transfermarkt.de/royal-charleroi-sc/kader/verein/172/saison_id/2026/plus/1,be345af7e14ab40246420c64e873b34283e56e8aafa6f5b344acf44cf11dfec1,[],"{""people"": [{""fm_id"": ""235561"", ""fifa_id"": ""0"", ""name"": ""Mory Kera"", ""dob"": ""2008-07-26"", ""club_id"": ""458761""}], ""reasons"": {""235561"": [""EXACT_NAME_DIFFERENT_DOB_SAME_CLUB""]}}",[],"[""Mory Kera""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/mory-kera/profil/spieler/1308524 sha256=c606a5fdcc353cb09fd14eee8bf22c16de37edc9bd0fb8156620d53399d69231; queue https://www.transfermarkt.de/royal-charleroi-sc/kader/verein/172/saison_id/2026/plus/1 sha256=be345af7e14ab40246420c64e873b34283e56e8aafa6f5b344acf44cf11dfec1; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
